date_day,icd10_code_001_J12.8,icd10_code_002_I10.90,icd10_code_003_J96.00,icd10_code_004_Z22.8,icd10_code_005_B33.8,icd10_cat_001_E87,icd10_cat_002_J12,icd10_cat_003_J96,icd10_cat_004_I10,icd10_cat_005_N18,icd10_chap_001_R,icd10_chap_002_I,icd10_chap_003_E,icd10_chap_004_J,icd10_chap_005_Z
2021-10-05,NA,36,6,NA,NA,20,NA,9,37,34,67,88,79,34,91
2021-10-06,5,40,5,NA,NA,19,5,8,43,32,68,95,91,32,98
2021-10-07,NA,38,NA,NA,NA,10,NA,7,38,19,49,75,58,29,86
2021-10-08,NA,34,NA,NA,NA,21,NA,7,37,11,55,70,69,24,73
2021-10-09,NA,18,NA,NA,NA,9,NA,NA,18,10,38,33,36,19,44
2021-10-10,NA,21,NA,NA,NA,15,NA,5,21,20,38,44,42,22,59
2021-10-11,NA,48,6,NA,NA,21,NA,11,50,36,67,104,99,43,110
2021-10-12,NA,51,5,NA,NA,13,NA,9,55,36,57,109,92,28,103
2021-10-13,NA,26,6,NA,NA,22,NA,8,30,29,58,87,75,36,106
2021-10-14,NA,47,5,NA,NA,22,NA,10,51,29,66,95,85,35,99
2021-10-15,NA,38,NA,NA,NA,17,NA,5,45,21,70,76,72,28,89
2021-10-16,NA,16,NA,NA,NA,13,NA,7,17,19,41,50,39,20,39
2021-10-17,NA,14,6,NA,NA,8,NA,8,15,14,33,42,37,22,45
2021-10-18,NA,39,NA,NA,NA,9,NA,7,41,27,62,106,81,29,117
2021-10-19,NA,41,5,NA,NA,13,NA,13,46,19,58,96,71,30,99
2021-10-20,NA,46,5,NA,NA,18,NA,8,52,33,80,115,105,37,122
2021-10-21,NA,40,NA,NA,NA,18,NA,5,50,24,69,100,81,30,93
2021-10-22,NA,32,9,NA,NA,17,NA,11,33,22,65,82,73,37,66
2021-10-23,NA,20,7,NA,NA,17,NA,10,23,20,47,53,42,28,48
2021-10-24,NA,24,NA,NA,NA,11,NA,NA,27,11,34,48,38,17,44
2021-10-25,NA,48,6,NA,NA,17,NA,14,50,38,72,116,93,51,109
2021-10-26,NA,45,5,NA,NA,18,NA,9,48,30,53,99,87,37,106
2021-10-27,NA,47,NA,NA,NA,19,NA,5,54,35,68,106,84,35,115
2021-10-28,NA,33,7,NA,NA,19,NA,10,39,18,56,75,79,29,79
2021-10-29,NA,34,5,NA,NA,22,NA,9,41,23,66,77,72,33,83
2021-10-30,NA,19,5,NA,NA,10,NA,7,21,10,40,39,39,16,33
2021-10-31,NA,22,6,NA,NA,13,NA,8,23,12,43,44,42,25,51
2021-11-01,NA,61,10,NA,NA,18,NA,16,69,31,86,132,106,57,130
2021-11-02,NA,49,5,NA,NA,21,NA,7,52,30,74,98,94,31,97
2021-11-03,NA,42,5,NA,NA,11,NA,7,47,23,61,93,89,43,105
2021-11-04,NA,40,NA,NA,NA,16,NA,8,46,31,76,106,94,43,95
2021-11-05,NA,35,6,NA,NA,21,NA,10,42,25,64,90,86,38,93
2021-11-06,NA,22,5,NA,NA,13,NA,11,23,9,42,47,42,26,49
2021-11-07,NA,23,5,NA,NA,9,NA,7,24,9,38,45,47,22,56
2021-11-08,NA,65,11,NA,NA,22,NA,17,66,38,84,132,114,48,135
2021-11-09,NA,60,6,NA,NA,21,NA,9,63,34,62,119,110,37,109
2021-11-10,NA,48,NA,NA,NA,19,5,8,54,23,71,97,92,37,102
2021-11-11,NA,51,8,NA,NA,28,NA,11,52,37,74,120,108,45,114
2021-11-12,NA,27,NA,NA,NA,25,NA,8,27,22,61,85,86,26,93
2021-11-13,NA,10,NA,NA,NA,8,NA,NA,11,7,35,30,34,18,38
2021-11-14,NA,18,NA,NA,NA,12,NA,NA,19,10,35,46,34,23,38
2021-11-15,NA,48,6,NA,NA,27,NA,10,51,24,82,114,101,50,124
2021-11-16,6,47,5,NA,NA,20,7,13,51,36,81,111,99,52,113
2021-11-17,NA,43,NA,NA,NA,22,NA,8,47,33,74,92,90,41,104
2021-11-18,NA,50,8,NA,NA,23,NA,11,51,37,87,111,100,40,112
2021-11-19,NA,33,NA,NA,NA,19,NA,7,37,28,72,87,80,32,85
2021-11-20,NA,20,NA,NA,NA,12,NA,NA,20,13,37,40,39,19,40
2021-11-21,NA,22,8,NA,NA,14,5,12,22,12,49,51,45,24,45
2021-11-22,NA,60,5,NA,NA,27,NA,11,62,32,82,129,102,46,113
2021-11-23,NA,49,NA,NA,NA,16,NA,7,50,24,65,104,91,38,105
2021-11-24,NA,48,9,NA,NA,18,NA,13,53,28,70,108,86,40,109
2021-11-25,5,38,9,NA,NA,23,5,15,42,25,61,90,82,49,89
2021-11-26,NA,33,13,NA,NA,19,7,16,38,32,72,96,91,45,85
2021-11-27,NA,22,8,NA,NA,9,NA,9,22,15,39,44,43,22,43
2021-11-28,NA,16,NA,NA,NA,12,5,6,18,13,41,49,50,21,43
2021-11-29,NA,45,NA,NA,NA,21,7,8,54,36,87,128,114,51,135
2021-11-30,6,51,6,NA,5,32,7,15,54,39,81,121,119,57,125
2021-12-01,NA,41,NA,NA,NA,28,NA,8,42,35,81,103,97,38,113
2021-12-02,7,29,8,NA,NA,23,8,12,32,32,53,98,84,37,96
2021-12-03,NA,30,11,NA,NA,20,5,15,36,18,62,80,74,33,84
2021-12-04,6,16,7,NA,NA,14,6,10,19,18,42,48,42,25,43
2021-12-05,NA,18,NA,NA,NA,9,NA,5,20,NA,38,33,41,18,45
2021-12-06,7,48,9,NA,NA,27,7,14,57,32,73,127,104,45,133
2021-12-07,10,43,8,NA,NA,26,10,10,47,34,73,100,100,52,105
2021-12-08,7,36,12,NA,NA,19,9,16,39,31,70,104,91,45,128
2021-12-09,9,40,15,NA,NA,21,11,20,43,28,76,103,84,48,83
2021-12-10,9,35,11,NA,NA,22,10,17,36,31,65,83,79,43,90
2021-12-11,NA,18,NA,NA,NA,12,NA,6,20,11,32,36,31,20,40
2021-12-12,8,21,10,NA,NA,20,9,14,22,14,45,48,45,34,56
2021-12-13,6,60,6,NA,NA,23,6,10,64,35,83,128,115,45,132
2021-12-14,NA,51,NA,NA,NA,18,NA,6,51,30,71,101,82,34,100
2021-12-15,9,42,7,NA,NA,21,9,9,45,24,72,100,85,34,100
2021-12-16,5,49,5,NA,NA,18,6,5,54,26,68,96,76,31,100
2021-12-17,NA,36,5,NA,NA,18,NA,7,39,20,64,80,68,28,81
2021-12-18,7,11,NA,NA,NA,12,7,7,14,8,43,38,32,29,45
2021-12-19,6,17,NA,NA,NA,16,7,10,17,12,41,40,40,31,52
2021-12-20,5,56,NA,NA,NA,17,6,14,59,41,75,117,100,45,113
2021-12-21,7,42,5,NA,NA,25,8,9,46,35,75,101,95,40,113
2021-12-22,5,42,6,NA,NA,15,5,11,45,31,63,92,80,44,103
2021-12-23,6,36,10,NA,NA,16,7,13,38,26,63,75,68,41,72
2021-12-24,NA,16,NA,NA,NA,21,NA,11,17,18,40,40,46,30,61
2021-12-25,NA,8,NA,NA,NA,11,NA,NA,8,6,37,32,29,17,33
2021-12-26,NA,18,NA,NA,NA,10,NA,8,23,14,46,43,38,29,39
2021-12-27,NA,31,8,NA,NA,29,7,13,35,33,66,92,94,43,101
2021-12-28,NA,30,15,NA,NA,31,NA,27,34,35,83,94,95,57,99
2021-12-29,5,23,10,NA,NA,35,6,19,25,29,71,81,72,43,82
2021-12-30,6,26,7,NA,NA,19,6,13,27,16,65,74,71,34,88
2021-12-31,5,19,13,NA,NA,14,7,16,20,19,42,50,43,33,53
2022-01-01,NA,11,7,NA,NA,10,NA,9,14,10,37,42,32,19,42
2022-01-02,5,16,11,NA,5,16,5,14,20,11,34,41,46,30,53
2022-01-03,7,35,9,NA,NA,15,7,13,41,23,55,97,87,32,100
2022-01-04,NA,35,7,NA,NA,18,5,13,41,28,76,106,83,48,123
2022-01-05,NA,40,6,NA,NA,15,6,10,42,28,69,92,88,51,114
2022-01-06,NA,48,5,NA,NA,21,NA,9,48,37,61,100,87,41,115
2022-01-07,NA,31,6,NA,NA,21,NA,12,33,22,62,77,69,37,97
2022-01-08,NA,16,NA,NA,NA,16,NA,NA,20,16,39,43,44,19,51
2022-01-09,NA,17,5,NA,NA,12,NA,7,20,12,39,44,37,24,57
2022-01-10,NA,56,6,6,NA,18,NA,18,59,29,71,121,94,45,143
2022-01-11,5,45,NA,7,NA,26,5,9,48,28,75,100,89,44,122
2022-01-12,NA,44,5,7,NA,18,NA,12,49,27,81,117,98,49,147
2022-01-13,NA,38,NA,NA,NA,11,NA,7,40,12,61,90,76,31,123
2022-01-14,NA,43,6,5,NA,19,5,12,45,19,56,76,82,42,92
2022-01-15,NA,15,NA,NA,NA,13,NA,NA,16,10,26,38,28,17,47
2022-01-16,NA,22,NA,NA,NA,15,NA,NA,25,15,42,49,40,21,56
2022-01-17,5,48,7,NA,NA,24,6,18,53,49,99,124,108,49,154
2022-01-18,5,35,5,5,NA,24,5,6,40,27,71,101,93,44,133
2022-01-19,NA,45,8,9,NA,22,NA,13,51,40,69,115,97,42,143
2022-01-20,NA,42,NA,8,NA,24,NA,8,44,31,67,101,90,28,135
2022-01-21,8,39,6,8,NA,21,8,10,45,22,58,90,79,32,118
2022-01-22,NA,12,NA,NA,NA,12,NA,NA,14,8,35,38,29,24,48
2022-01-23,NA,29,10,NA,NA,18,NA,12,32,11,56,62,57,31,68
2022-01-24,NA,47,5,NA,NA,23,NA,7,58,30,77,119,108,39,157
2022-01-25,NA,46,NA,8,NA,26,NA,14,54,34,89,109,104,53,133
2022-01-26,NA,47,9,10,NA,15,NA,14,48,33,73,99,92,40,124
2022-01-27,NA,40,NA,7,NA,19,NA,7,41,26,64,96,81,37,113
2022-01-28,NA,41,7,NA,NA,23,NA,10,44,20,69,93,84,35,102
2022-01-29,NA,14,NA,5,NA,5,NA,7,17,8,40,35,30,18,39
2022-01-30,5,19,NA,6,NA,12,5,NA,20,14,38,39,34,20,50
2022-01-31,9,53,8,12,NA,16,9,17,57,30,83,129,101,55,157
2022-02-01,NA,43,5,7,NA,16,NA,14,45,26,82,101,89,41,127
2022-02-02,7,32,NA,8,NA,22,7,12,32,27,70,92,91,36,123
2022-02-03,NA,57,6,11,NA,9,NA,11,61,32,62,112,85,50,133
2022-02-04,NA,20,NA,7,NA,18,NA,9,20,25,61,76,68,33,95
2022-02-05,NA,9,5,NA,NA,16,NA,10,13,9,39,30,31,25,48
2022-02-06,5,18,NA,6,NA,12,5,7,18,9,46,42,34,24,46
2022-02-07,NA,48,NA,15,NA,28,NA,10,53,26,83,102,96,44,147
2022-02-08,9,36,8,6,NA,22,9,8,41,28,58,89,85,35,121
2022-02-09,5,48,NA,17,NA,19,5,9,53,28,66,107,85,32,150
2022-02-10,NA,39,7,10,NA,15,NA,16,44,30,61,88,76,34,112
2022-02-11,NA,30,NA,7,NA,17,NA,9,31,25,65,71,72,38,99
2022-02-12,NA,10,NA,6,NA,9,NA,NA,13,14,41,38,34,23,60
2022-02-13,NA,22,NA,6,NA,12,NA,NA,23,11,42,40,35,16,56
2022-02-14,5,55,8,8,NA,26,5,14,60,34,85,125,121,54,156
2022-02-15,5,45,NA,6,NA,20,5,8,50,35,84,109,112,44,146
2022-02-16,NA,59,6,5,NA,19,NA,12,62,23,91,119,102,51,138
2022-02-17,5,45,NA,8,NA,28,6,8,48,33,77,98,92,44,130
2022-02-18,NA,37,5,9,NA,19,NA,8,43,26,61,85,73,38,106
2022-02-19,NA,16,NA,NA,NA,8,NA,6,18,8,27,37,30,13,43
2022-02-20,NA,21,NA,11,NA,10,NA,11,22,17,47,46,41,24,70
2022-02-21,NA,47,NA,14,NA,16,NA,5,55,35,87,121,106,51,151
2022-02-22,5,41,5,10,NA,24,5,8,49,30,71,102,101,43,138
2022-02-23,NA,49,6,9,NA,28,NA,10,53,33,74,117,104,43,157
2022-02-24,NA,47,6,7,NA,22,NA,15,53,38,80,105,98,36,113
2022-02-25,NA,28,5,10,NA,19,NA,8,31,14,54,75,68,27,91
2022-02-26,NA,13,NA,NA,NA,8,NA,6,14,12,38,36,30,26,41
2022-02-27,NA,21,NA,5,NA,NA,NA,NA,24,12,31,48,39,15,65
2022-02-28,NA,50,NA,10,NA,16,NA,9,53,40,80,119,108,52,165
2022-03-01,NA,55,NA,8,NA,19,NA,7,56,30,75,109,94,40,119
2022-03-02,NA,34,NA,11,NA,15,NA,10,35,29,72,91,82,36,130
2022-03-03,5,48,NA,6,NA,21,6,10,50,36,66,99,91,39,126
2022-03-04,NA,41,NA,8,NA,18,NA,NA,44,23,55,72,65,26,94
2022-03-05,NA,18,NA,7,NA,16,NA,9,19,14,48,52,41,24,60
2022-03-06,NA,26,NA,NA,NA,16,NA,5,26,17,38,51,49,17,61
2022-03-07,NA,44,7,8,NA,26,NA,14,47,37,72,106,107,51,142
2022-03-08,NA,49,NA,13,NA,23,NA,7,54,37,76,126,111,51,143
2022-03-09,NA,44,6,11,NA,23,NA,12,47,28,72,109,88,42,130
2022-03-10,NA,43,NA,8,NA,23,NA,5,45,30,66,112,92,36,127
2022-03-11,NA,27,5,6,NA,15,NA,8,28,26,57,65,63,36,86
2022-03-12,NA,16,7,5,NA,12,5,10,19,8,37,46,45,31,58
2022-03-13,NA,23,NA,5,NA,10,NA,NA,25,13,45,58,40,25,58
2022-03-14,NA,61,NA,9,NA,15,NA,10,62,35,92,127,110,49,147
2022-03-15,NA,40,6,12,NA,27,NA,9,46,39,84,106,93,42,115
2022-03-16,6,48,NA,10,NA,17,6,NA,51,37,72,115,105,47,142
2022-03-17,NA,46,5,15,NA,15,NA,8,46,34,65,95,83,39,116
2022-03-18,NA,26,5,9,NA,15,NA,8,30,20,53,69,69,32,100
2022-03-19,NA,14,5,7,NA,9,NA,7,15,11,34,38,35,20,52
2022-03-20,NA,19,5,NA,NA,9,NA,6,21,17,47,51,37,32,62
2022-03-21,NA,46,6,12,NA,21,NA,11,53,35,65,121,97,41,135
2022-03-22,NA,40,5,9,NA,26,NA,6,48,27,70,104,91,40,128
2022-03-23,5,50,NA,8,NA,17,5,8,55,27,71,102,82,47,125
2022-03-24,5,44,NA,7,NA,16,6,11,48,31,71,109,97,45,141
2022-03-25,NA,34,NA,7,NA,13,NA,6,38,19,48,78,65,37,90
2022-03-26,NA,8,NA,8,NA,17,NA,6,10,7,33,36,40,19,48
2022-03-27,NA,23,NA,NA,NA,12,NA,7,28,15,34,47,40,23,41
2022-03-28,NA,45,5,11,NA,19,NA,8,50,34,85,128,104,49,163
2022-03-29,NA,46,NA,7,NA,25,NA,8,53,30,61,114,108,42,132
2022-03-30,NA,34,6,9,NA,39,NA,10,39,40,67,103,108,43,139
2022-03-31,NA,40,NA,6,NA,22,NA,NA,44,29,61,93,80,37,109
2022-04-01,6,32,NA,NA,NA,17,7,14,36,23,59,81,67,41,86
2022-04-02,NA,12,NA,NA,NA,11,NA,5,13,6,29,28,21,14,33
2022-04-03,NA,15,8,5,NA,15,NA,10,16,14,39,44,44,25,47
2022-04-04,NA,47,7,5,NA,23,NA,12,52,34,64,103,92,51,115
2022-04-05,NA,45,6,NA,NA,17,NA,10,48,37,66,97,97,46,112
2022-04-06,NA,45,5,NA,NA,20,NA,9,51,31,70,100,90,33,96
2022-04-07,NA,45,NA,NA,NA,19,NA,7,50,30,58,107,92,31,104
2022-04-08,NA,31,5,NA,NA,18,NA,9,36,23,59,78,69,28,82
2022-04-09,NA,16,NA,NA,NA,15,NA,9,19,11,36,42,37,17,55
2022-04-10,NA,19,NA,NA,NA,9,NA,6,21,15,29,42,33,25,35
2022-04-11,NA,52,7,NA,NA,26,NA,14,55,35,80,124,112,57,115
2022-04-12,NA,51,8,NA,NA,16,NA,13,51,27,64,116,103,52,113
2022-04-13,NA,46,NA,NA,NA,14,NA,NA,49,33,59,100,82,34,103
2022-04-14,NA,35,NA,NA,NA,17,NA,10,37,28,59,82,75,36,78
2022-04-15,NA,17,NA,NA,NA,8,NA,5,18,14,50,47,39,19,41
2022-04-16,NA,8,NA,NA,NA,11,NA,5,8,9,35,38,30,20,42
2022-04-17,NA,15,NA,NA,NA,10,NA,NA,16,16,34,40,33,16,31
2022-04-18,NA,20,NA,NA,NA,14,NA,5,20,17,45,52,47,18,65
2022-04-19,NA,59,NA,NA,NA,22,NA,7,59,30,80,109,105,37,108
2022-04-20,NA,39,NA,NA,NA,27,NA,11,39,40,68,97,98,43,107
2022-04-21,NA,31,5,NA,NA,17,NA,10,35,26,62,85,77,35,90
2022-04-22,NA,33,NA,NA,NA,21,NA,5,37,27,60,82,74,24,88
2022-04-23,NA,8,NA,NA,NA,13,NA,5,9,9,28,34,29,21,42
2022-04-24,NA,19,NA,NA,NA,13,NA,NA,23,15,32,48,44,25,51
2022-04-25,NA,57,5,NA,NA,26,NA,9,61,34,71,133,113,53,147
2022-04-26,NA,36,8,NA,NA,21,NA,12,42,16,67,95,93,42,104
2022-04-27,NA,47,NA,NA,NA,17,NA,5,53,35,66,110,92,38,118
2022-04-28,NA,41,NA,NA,NA,12,NA,6,47,29,76,111,100,28,123
2022-04-29,NA,31,NA,NA,NA,20,NA,NA,35,32,59,77,74,38,95
2022-04-30,NA,10,NA,NA,NA,7,NA,NA,11,7,25,26,28,9,32
2022-05-01,NA,22,NA,NA,NA,9,NA,8,23,7,29,42,39,18,35
2022-05-02,NA,48,7,NA,NA,16,NA,11,50,30,62,113,89,41,113
2022-05-03,NA,40,7,NA,NA,15,NA,12,40,29,70,96,89,39,110
2022-05-04,NA,51,NA,NA,NA,19,NA,NA,57,28,67,105,97,31,110
2022-05-05,NA,48,NA,NA,NA,10,NA,7,55,29,69,102,82,34,101
2022-05-06,NA,31,NA,NA,NA,18,NA,5,38,26,66,85,83,31,88
2022-05-07,NA,6,NA,NA,NA,9,NA,NA,8,9,34,27,21,15,35
2022-05-08,NA,20,NA,NA,NA,17,NA,6,22,9,40,49,39,24,47
2022-05-09,NA,57,NA,NA,NA,23,NA,8,60,27,94,128,107,43,122
2022-05-10,NA,49,NA,NA,NA,26,NA,10,51,33,73,108,99,43,101
2022-05-11,NA,40,NA,NA,NA,19,NA,8,43,23,57,90,102,28,114
2022-05-12,NA,33,NA,NA,NA,15,NA,NA,34,27,63,92,73,34,93
2022-05-13,NA,28,6,NA,NA,14,NA,11,31,24,64,73,69,39,68
2022-05-14,NA,15,NA,NA,NA,15,NA,NA,16,10,32,32,32,20,30
2022-05-15,NA,24,NA,NA,NA,11,NA,7,28,12,42,55,38,24,41
2022-05-16,NA,57,NA,NA,NA,17,NA,9,59,39,81,127,106,55,119
2022-05-17,NA,39,5,NA,NA,27,NA,9,47,34,64,91,95,45,104
2022-05-18,NA,52,NA,NA,NA,11,NA,8,55,31,67,119,92,28,116
2022-05-19,NA,41,NA,NA,NA,22,NA,8,43,27,70,97,88,38,94
2022-05-20,NA,37,NA,NA,NA,17,NA,6,43,25,72,94,79,33,90
2022-05-21,NA,12,NA,NA,NA,10,NA,NA,12,14,26,28,25,14,39
2022-05-22,NA,22,NA,NA,NA,10,NA,NA,23,12,31,40,39,19,39
2022-05-23,NA,54,NA,NA,NA,17,NA,6,62,36,76,139,123,49,137
2022-05-24,NA,51,NA,NA,NA,20,NA,6,59,39,62,106,102,39,102
2022-05-25,NA,34,5,NA,NA,15,NA,9,38,28,63,94,80,40,95
2022-05-26,NA,22,NA,NA,NA,7,NA,NA,23,12,36,52,41,21,41
2022-05-27,NA,27,NA,NA,NA,16,NA,9,31,27,63,79,70,36,80
2022-05-28,NA,14,NA,NA,NA,9,NA,NA,15,7,25,32,25,17,33
2022-05-29,NA,18,NA,NA,NA,6,NA,NA,20,12,29,45,32,16,43
2022-05-30,NA,49,9,NA,NA,25,NA,11,58,31,80,120,112,43,104
2022-05-31,NA,51,NA,NA,NA,18,NA,7,56,30,73,121,91,42,105
2022-06-01,NA,53,5,NA,NA,24,NA,12,54,33,68,110,85,42,105
2022-06-02,NA,43,7,NA,NA,20,NA,10,49,35,53,94,92,33,96
2022-06-03,NA,32,NA,NA,NA,15,NA,NA,39,30,64,85,77,27,103
2022-06-04,NA,19,NA,NA,NA,9,NA,6,21,11,37,39,33,17,47
2022-06-05,NA,13,NA,NA,NA,11,NA,NA,15,12,27,35,30,20,35
2022-06-06,NA,28,NA,NA,NA,16,NA,NA,28,15,39,55,62,19,59
2022-06-07,NA,44,7,NA,NA,14,NA,14,53,31,82,120,100,46,118
2022-06-08,NA,40,5,NA,NA,22,NA,7,50,30,68,104,91,41,110
2022-06-09,NA,42,6,NA,NA,26,NA,12,45,35,54,99,96,38,101
2022-06-10,NA,38,NA,NA,NA,16,NA,9,40,24,63,84,69,32,91
2022-06-11,NA,15,NA,NA,NA,13,NA,7,18,11,34,43,39,20,30
2022-06-12,NA,20,NA,NA,NA,18,NA,6,24,23,31,53,42,22,48
2022-06-13,NA,53,NA,5,NA,21,NA,5,55,39,72,124,106,36,130
2022-06-14,NA,46,NA,NA,NA,22,NA,NA,47,35,64,99,88,34,93
2022-06-15,NA,39,7,NA,NA,13,NA,11,41,40,69,91,71,33,98
2022-06-16,NA,42,8,NA,NA,19,NA,12,45,28,62,92,82,31,94
2022-06-17,NA,34,NA,NA,NA,25,NA,6,36,19,59,77,73,31,81
2022-06-18,NA,17,5,NA,NA,10,NA,5,17,8,34,38,37,15,31
2022-06-19,NA,17,9,NA,NA,12,NA,14,19,14,39,46,37,32,44
2022-06-20,NA,55,6,NA,NA,19,NA,9,62,31,63,111,98,29,107
2022-06-21,NA,51,6,NA,NA,18,NA,8,56,31,57,107,89,33,99
2022-06-22,NA,42,5,NA,NA,33,NA,12,44,31,78,109,99,44,110
2022-06-23,NA,37,NA,NA,NA,12,NA,6,40,22,59,84,66,38,90
2022-06-24,NA,41,NA,NA,NA,22,NA,8,45,24,66,84,74,33,82
2022-06-25,NA,13,NA,NA,NA,7,NA,6,16,10,34,37,29,17,41
2022-06-26,NA,24,NA,NA,NA,13,NA,NA,27,13,34,51,34,20,51
2022-06-27,NA,50,NA,NA,NA,21,NA,8,60,35,74,117,97,35,123
2022-06-28,NA,30,5,NA,NA,13,NA,8,33,23,70,82,74,38,104
2022-06-29,NA,52,NA,NA,NA,14,NA,8,57,25,63,113,88,33,100
2022-06-30,NA,33,NA,NA,NA,12,NA,7,33,24,57,87,78,30,96
2022-07-01,NA,30,NA,5,NA,19,5,9,33,19,60,82,70,41,87
2022-07-02,NA,12,NA,NA,NA,13,NA,5,13,13,32,37,39,18,52
2022-07-03,NA,23,NA,NA,NA,NA,NA,7,24,9,35,43,34,24,47
2022-07-04,NA,42,5,NA,NA,20,NA,9,48,38,73,123,100,51,142
2022-07-05,NA,46,NA,NA,NA,23,NA,5,55,31,69,115,106,36,129
2022-07-06,NA,43,5,NA,NA,19,NA,10,49,24,63,104,90,51,122
2022-07-07,NA,33,NA,NA,NA,12,NA,6,37,23,58,92,74,35,94
2022-07-08,NA,31,7,NA,NA,24,NA,9,34,33,64,94,87,36,82
2022-07-09,NA,24,NA,NA,NA,19,NA,8,27,17,40,50,47,18,57
2022-07-10,NA,24,NA,NA,NA,5,NA,5,27,10,41,47,39,21,50
2022-07-11,NA,46,5,NA,NA,23,NA,12,48,24,66,103,87,36,89
2022-07-12,NA,47,NA,NA,NA,23,NA,NA,49,39,76,109,91,36,106
2022-07-13,NA,24,NA,NA,NA,15,NA,7,25,36,67,91,70,35,89
2022-07-14,NA,37,6,NA,NA,21,NA,13,41,31,67,93,83,39,92
2022-07-15,NA,33,5,NA,NA,16,NA,11,34,23,59,84,61,34,70
2022-07-16,NA,14,NA,NA,NA,10,NA,NA,15,10,39,36,30,17,40
2022-07-17,NA,20,NA,NA,NA,14,NA,5,20,8,40,54,44,20,41
2022-07-18,NA,54,NA,5,NA,22,NA,7,59,30,80,112,109,38,115
2022-07-19,NA,44,6,NA,NA,21,NA,9,48,30,68,92,83,35,98
2022-07-20,NA,42,NA,NA,NA,17,NA,9,45,21,70,97,82,40,109
2022-07-21,NA,41,NA,5,NA,35,NA,5,42,28,66,105,103,46,117
2022-07-22,NA,33,NA,NA,NA,17,NA,7,37,15,61,79,73,30,76
2022-07-23,NA,14,7,NA,NA,13,NA,15,17,13,38,49,38,26,39
2022-07-24,NA,20,NA,NA,NA,9,NA,7,20,15,37,43,36,19,39
2022-07-25,NA,51,NA,NA,NA,23,NA,11,52,33,81,114,94,46,112
2022-07-26,NA,51,NA,NA,NA,21,NA,7,51,32,77,107,97,34,102
2022-07-27,NA,38,6,NA,NA,16,NA,9,41,29,50,93,77,28,80
2022-07-28,NA,35,6,NA,NA,27,NA,7,37,19,70,90,80,30,102
2022-07-29,NA,27,NA,NA,NA,15,NA,9,30,23,60,71,72,26,74
2022-07-30,NA,19,NA,NA,NA,13,NA,NA,23,14,29,36,34,19,43
2022-07-31,NA,22,NA,NA,NA,6,NA,5,24,13,40,42,31,15,40
2022-08-01,NA,17,NA,NA,NA,13,NA,7,22,15,45,55,53,20,59
2022-08-02,NA,35,NA,NA,NA,24,NA,6,41,27,66,92,86,24,95
2022-08-03,NA,42,NA,NA,NA,17,NA,8,45,30,62,88,81,33,92
2022-08-04,NA,47,5,NA,NA,18,NA,6,52,26,50,89,77,23,88
2022-08-05,NA,20,NA,NA,NA,20,NA,6,23,16,48,65,65,25,83
2022-08-06,NA,13,NA,NA,NA,9,NA,NA,13,5,33,33,22,11,30
2022-08-07,NA,20,NA,NA,NA,14,NA,NA,21,15,33,41,34,15,41
2022-08-08,NA,43,NA,NA,NA,19,NA,5,48,37,75,115,90,33,97
2022-08-09,NA,28,NA,NA,NA,16,NA,10,30,29,58,78,78,29,93
2022-08-10,NA,31,NA,NA,NA,23,NA,9,34,32,69,98,80,29,113
2022-08-11,NA,37,6,NA,NA,15,NA,9,37,23,53,83,71,35,99
2022-08-12,NA,29,NA,NA,NA,16,NA,NA,31,21,53,63,54,17,62
2022-08-13,NA,8,NA,NA,NA,11,NA,5,10,9,31,29,23,16,30
2022-08-14,NA,19,NA,NA,NA,10,NA,NA,20,9,31,40,37,16,35
2022-08-15,NA,41,6,NA,NA,28,NA,9,45,31,82,96,92,38,97
2022-08-16,NA,48,NA,NA,NA,17,NA,7,52,24,65,111,101,38,119
2022-08-17,NA,42,NA,NA,NA,29,NA,7,48,30,64,103,92,37,114
2022-08-18,NA,42,NA,NA,NA,22,NA,11,45,34,56,94,77,33,88
2022-08-19,NA,33,NA,NA,NA,17,NA,8,34,26,60,81,72,35,85
2022-08-20,NA,11,NA,NA,NA,9,NA,NA,12,6,23,38,25,17,36
2022-08-21,NA,21,NA,NA,NA,9,NA,NA,22,11,31,37,32,12,36
2022-08-22,NA,50,NA,NA,NA,21,NA,6,51,31,70,117,98,31,122
2022-08-23,NA,44,NA,NA,NA,22,NA,9,45,23,66,91,85,41,87
2022-08-24,NA,38,5,NA,NA,26,NA,10,38,36,75,105,98,36,109
2022-08-25,NA,43,5,NA,NA,12,NA,6,43,35,57,105,84,31,107
2022-08-26,NA,31,NA,NA,NA,22,NA,NA,32,20,58,73,67,33,80
2022-08-27,NA,15,NA,NA,NA,11,NA,6,17,10,38,37,28,12,39
2022-08-28,NA,16,NA,NA,NA,6,NA,5,17,6,30,32,27,14,38
2022-08-29,NA,55,NA,NA,NA,23,NA,6,58,37,69,119,96,42,131
2022-08-30,NA,47,NA,NA,NA,27,NA,NA,50,36,61,112,105,41,104
2022-08-31,NA,54,NA,NA,NA,17,NA,8,56,29,63,110,86,37,93
2022-09-01,NA,37,NA,NA,NA,15,NA,6,38,16,53,78,65,26,78
2022-09-02,NA,28,6,NA,NA,22,NA,13,29,19,54,76,77,28,79
2022-09-03,NA,11,NA,NA,NA,13,NA,7,13,10,37,30,31,22,37
2022-09-04,NA,22,NA,NA,NA,18,NA,NA,23,11,41,50,42,22,48
