iteration,nlayers,nneurons_one,nneurons_two,act_function_one,act_function_two,optimizer,learning_rate,loss_function,nepochs
36,2,64,8,relu,relu,adam,5e-4,mse,50
37,2,64,8,relu,relu,adam,5e-4,mse,50
38,2,64,8,relu,relu,adam,5e-4,mse,50
39,2,64,8,relu,relu,adam,5e-4,mse,50
40,2,64,8,relu,relu,adam,5e-4,mse,50
41,2,64,8,relu,relu,adam,5e-4,mse,50
42,2,64,8,relu,relu,adam,5e-4,mse,50
43,2,64,8,relu,relu,adam,5e-4,mse,50
44,2,64,8,relu,relu,adam,5e-4,mse,50
45,2,64,8,relu,relu,adam,5e-4,mse,50
46,2,64,8,relu,relu,adam,5e-4,mse,50
47,2,64,8,relu,relu,adam,5e-4,mse,50
48,2,64,8,relu,relu,adam,5e-4,mse,50
49,2,64,8,relu,relu,adam,5e-4,mse,50
50,2,64,8,relu,relu,adam,5e-4,mse,50
1,2,16,16,relu,relu,adam,5e-4,mse,50
2,2,16,16,relu,relu,adam,5e-4,mse,50
3,2,16,16,relu,relu,adam,5e-4,mse,50
4,2,16,16,relu,relu,adam,5e-4,mse,50
5,2,16,16,relu,relu,adam,5e-4,mse,50
6,2,16,16,relu,relu,adam,5e-4,mse,50
7,2,16,16,relu,relu,adam,5e-4,mse,50
8,2,16,16,relu,relu,adam,5e-4,mse,50
9,2,16,16,relu,relu,adam,5e-4,mse,50
10,2,16,16,relu,relu,adam,5e-4,mse,50
11,2,16,16,relu,relu,adam,5e-4,mse,50
12,2,16,16,relu,relu,adam,5e-4,mse,50
13,2,16,16,relu,relu,adam,5e-4,mse,50
14,2,16,16,relu,relu,adam,5e-4,mse,50
15,2,16,16,relu,relu,adam,5e-4,mse,50
16,2,16,16,relu,relu,adam,5e-4,mse,50
17,2,16,16,relu,relu,adam,5e-4,mse,50
18,2,16,16,relu,relu,adam,5e-4,mse,50
19,2,16,16,relu,relu,adam,5e-4,mse,50
20,2,16,16,relu,relu,adam,5e-4,mse,50
21,2,16,16,relu,relu,adam,5e-4,mse,50
22,2,16,16,relu,relu,adam,5e-4,mse,50
23,2,16,16,relu,relu,adam,5e-4,mse,50
24,2,16,16,relu,relu,adam,5e-4,mse,50
25,2,16,16,relu,relu,adam,5e-4,mse,50
26,2,16,16,relu,relu,adam,5e-4,mse,50
27,2,16,16,relu,relu,adam,5e-4,mse,50
28,2,16,16,relu,relu,adam,5e-4,mse,50
29,2,16,16,relu,relu,adam,5e-4,mse,50
30,2,16,16,relu,relu,adam,5e-4,mse,50
31,2,16,16,relu,relu,adam,5e-4,mse,50
32,2,16,16,relu,relu,adam,5e-4,mse,50
33,2,16,16,relu,relu,adam,5e-4,mse,50
34,2,16,16,relu,relu,adam,5e-4,mse,50
35,2,16,16,relu,relu,adam,5e-4,mse,50
36,2,16,16,relu,relu,adam,5e-4,mse,50
37,2,16,16,relu,relu,adam,5e-4,mse,50
38,2,16,16,relu,relu,adam,5e-4,mse,50
39,2,16,16,relu,relu,adam,5e-4,mse,50
40,2,16,16,relu,relu,adam,5e-4,mse,50
41,2,16,16,relu,relu,adam,5e-4,mse,50
42,2,16,16,relu,relu,adam,5e-4,mse,50
43,2,16,16,relu,relu,adam,5e-4,mse,50
44,2,16,16,relu,relu,adam,5e-4,mse,50
45,2,16,16,relu,relu,adam,5e-4,mse,50
46,2,16,16,relu,relu,adam,5e-4,mse,50
47,2,16,16,relu,relu,adam,5e-4,mse,50
48,2,16,16,relu,relu,adam,5e-4,mse,50
49,2,16,16,relu,relu,adam,5e-4,mse,50
50,2,16,16,relu,relu,adam,5e-4,mse,50
1,2,32,16,relu,relu,adam,5e-4,mse,50
2,2,32,16,relu,relu,adam,5e-4,mse,50
3,2,32,16,relu,relu,adam,5e-4,mse,50
4,2,32,16,relu,relu,adam,5e-4,mse,50
5,2,32,16,relu,relu,adam,5e-4,mse,50
6,2,32,16,relu,relu,adam,5e-4,mse,50
7,2,32,16,relu,relu,adam,5e-4,mse,50
8,2,32,16,relu,relu,adam,5e-4,mse,50
9,2,32,16,relu,relu,adam,5e-4,mse,50
10,2,32,16,relu,relu,adam,5e-4,mse,50
11,2,32,16,relu,relu,adam,5e-4,mse,50
12,2,32,16,relu,relu,adam,5e-4,mse,50
13,2,32,16,relu,relu,adam,5e-4,mse,50
14,2,32,16,relu,relu,adam,5e-4,mse,50
15,2,32,16,relu,relu,adam,5e-4,mse,50
16,2,32,16,relu,relu,adam,5e-4,mse,50
17,2,32,16,relu,relu,adam,5e-4,mse,50
18,2,32,16,relu,relu,adam,5e-4,mse,50
19,2,32,16,relu,relu,adam,5e-4,mse,50
20,2,32,16,relu,relu,adam,5e-4,mse,50
21,2,32,16,relu,relu,adam,5e-4,mse,50
22,2,32,16,relu,relu,adam,5e-4,mse,50
23,2,32,16,relu,relu,adam,5e-4,mse,50
24,2,32,16,relu,relu,adam,5e-4,mse,50
25,2,32,16,relu,relu,adam,5e-4,mse,50
26,2,32,16,relu,relu,adam,5e-4,mse,50
27,2,32,16,relu,relu,adam,5e-4,mse,50
28,2,32,16,relu,relu,adam,5e-4,mse,50
29,2,32,16,relu,relu,adam,5e-4,mse,50
30,2,32,16,relu,relu,adam,5e-4,mse,50
31,2,32,16,relu,relu,adam,5e-4,mse,50
32,2,32,16,relu,relu,adam,5e-4,mse,50
33,2,32,16,relu,relu,adam,5e-4,mse,50
34,2,32,16,relu,relu,adam,5e-4,mse,50
35,2,32,16,relu,relu,adam,5e-4,mse,50
36,2,32,16,relu,relu,adam,5e-4,mse,50
37,2,32,16,relu,relu,adam,5e-4,mse,50
38,2,32,16,relu,relu,adam,5e-4,mse,50
39,2,32,16,relu,relu,adam,5e-4,mse,50
40,2,32,16,relu,relu,adam,5e-4,mse,50
41,2,32,16,relu,relu,adam,5e-4,mse,50
42,2,32,16,relu,relu,adam,5e-4,mse,50
43,2,32,16,relu,relu,adam,5e-4,mse,50
44,2,32,16,relu,relu,adam,5e-4,mse,50
45,2,32,16,relu,relu,adam,5e-4,mse,50
46,2,32,16,relu,relu,adam,5e-4,mse,50
47,2,32,16,relu,relu,adam,5e-4,mse,50
48,2,32,16,relu,relu,adam,5e-4,mse,50
49,2,32,16,relu,relu,adam,5e-4,mse,50
50,2,32,16,relu,relu,adam,5e-4,mse,50
1,2,64,16,relu,relu,adam,5e-4,mse,50
2,2,64,16,relu,relu,adam,5e-4,mse,50
3,2,64,16,relu,relu,adam,5e-4,mse,50
4,2,64,16,relu,relu,adam,5e-4,mse,50
5,2,64,16,relu,relu,adam,5e-4,mse,50
6,2,64,16,relu,relu,adam,5e-4,mse,50
7,2,64,16,relu,relu,adam,5e-4,mse,50
8,2,64,16,relu,relu,adam,5e-4,mse,50
9,2,64,16,relu,relu,adam,5e-4,mse,50
10,2,64,16,relu,relu,adam,5e-4,mse,50
11,2,64,16,relu,relu,adam,5e-4,mse,50
12,2,64,16,relu,relu,adam,5e-4,mse,50
13,2,64,16,relu,relu,adam,5e-4,mse,50
14,2,64,16,relu,relu,adam,5e-4,mse,50
15,2,64,16,relu,relu,adam,5e-4,mse,50
16,2,64,16,relu,relu,adam,5e-4,mse,50
17,2,64,16,relu,relu,adam,5e-4,mse,50
18,2,64,16,relu,relu,adam,5e-4,mse,50
19,2,64,16,relu,relu,adam,5e-4,mse,50
20,2,64,16,relu,relu,adam,5e-4,mse,50
21,2,64,16,relu,relu,adam,5e-4,mse,50
22,2,64,16,relu,relu,adam,5e-4,mse,50
23,2,64,16,relu,relu,adam,5e-4,mse,50
24,2,64,16,relu,relu,adam,5e-4,mse,50
25,2,64,16,relu,relu,adam,5e-4,mse,50
26,2,64,16,relu,relu,adam,5e-4,mse,50
27,2,64,16,relu,relu,adam,5e-4,mse,50
28,2,64,16,relu,relu,adam,5e-4,mse,50
29,2,64,16,relu,relu,adam,5e-4,mse,50
30,2,64,16,relu,relu,adam,5e-4,mse,50
31,2,64,16,relu,relu,adam,5e-4,mse,50
32,2,64,16,relu,relu,adam,5e-4,mse,50
33,2,64,16,relu,relu,adam,5e-4,mse,50
34,2,64,16,relu,relu,adam,5e-4,mse,50
35,2,64,16,relu,relu,adam,5e-4,mse,50
36,2,64,16,relu,relu,adam,5e-4,mse,50
37,2,64,16,relu,relu,adam,5e-4,mse,50
38,2,64,16,relu,relu,adam,5e-4,mse,50
39,2,64,16,relu,relu,adam,5e-4,mse,50
40,2,64,16,relu,relu,adam,5e-4,mse,50
41,2,64,16,relu,relu,adam,5e-4,mse,50
42,2,64,16,relu,relu,adam,5e-4,mse,50
43,2,64,16,relu,relu,adam,5e-4,mse,50
44,2,64,16,relu,relu,adam,5e-4,mse,50
45,2,64,16,relu,relu,adam,5e-4,mse,50
46,2,64,16,relu,relu,adam,5e-4,mse,50
47,2,64,16,relu,relu,adam,5e-4,mse,50
48,2,64,16,relu,relu,adam,5e-4,mse,50
49,2,64,16,relu,relu,adam,5e-4,mse,50
50,2,64,16,relu,relu,adam,5e-4,mse,50
1,2,16,32,relu,relu,adam,5e-4,mse,50
2,2,16,32,relu,relu,adam,5e-4,mse,50
3,2,16,32,relu,relu,adam,5e-4,mse,50
4,2,16,32,relu,relu,adam,5e-4,mse,50
5,2,16,32,relu,relu,adam,5e-4,mse,50
6,2,16,32,relu,relu,adam,5e-4,mse,50
7,2,16,32,relu,relu,adam,5e-4,mse,50
8,2,16,32,relu,relu,adam,5e-4,mse,50
9,2,16,32,relu,relu,adam,5e-4,mse,50
10,2,16,32,relu,relu,adam,5e-4,mse,50
11,2,16,32,relu,relu,adam,5e-4,mse,50
12,2,16,32,relu,relu,adam,5e-4,mse,50
13,2,16,32,relu,relu,adam,5e-4,mse,50
14,2,16,32,relu,relu,adam,5e-4,mse,50
15,2,16,32,relu,relu,adam,5e-4,mse,50
16,2,16,32,relu,relu,adam,5e-4,mse,50
17,2,16,32,relu,relu,adam,5e-4,mse,50
18,2,16,32,relu,relu,adam,5e-4,mse,50
19,2,16,32,relu,relu,adam,5e-4,mse,50
20,2,16,32,relu,relu,adam,5e-4,mse,50
21,2,16,32,relu,relu,adam,5e-4,mse,50
22,2,16,32,relu,relu,adam,5e-4,mse,50
23,2,16,32,relu,relu,adam,5e-4,mse,50
24,2,16,32,relu,relu,adam,5e-4,mse,50
25,2,16,32,relu,relu,adam,5e-4,mse,50
26,2,16,32,relu,relu,adam,5e-4,mse,50
27,2,16,32,relu,relu,adam,5e-4,mse,50
28,2,16,32,relu,relu,adam,5e-4,mse,50
29,2,16,32,relu,relu,adam,5e-4,mse,50
30,2,16,32,relu,relu,adam,5e-4,mse,50
31,2,16,32,relu,relu,adam,5e-4,mse,50
32,2,16,32,relu,relu,adam,5e-4,mse,50
33,2,16,32,relu,relu,adam,5e-4,mse,50
34,2,16,32,relu,relu,adam,5e-4,mse,50
35,2,16,32,relu,relu,adam,5e-4,mse,50
36,2,16,32,relu,relu,adam,5e-4,mse,50
37,2,16,32,relu,relu,adam,5e-4,mse,50
38,2,16,32,relu,relu,adam,5e-4,mse,50
39,2,16,32,relu,relu,adam,5e-4,mse,50
40,2,16,32,relu,relu,adam,5e-4,mse,50
41,2,16,32,relu,relu,adam,5e-4,mse,50
42,2,16,32,relu,relu,adam,5e-4,mse,50
43,2,16,32,relu,relu,adam,5e-4,mse,50
44,2,16,32,relu,relu,adam,5e-4,mse,50
45,2,16,32,relu,relu,adam,5e-4,mse,50
46,2,16,32,relu,relu,adam,5e-4,mse,50
47,2,16,32,relu,relu,adam,5e-4,mse,50
48,2,16,32,relu,relu,adam,5e-4,mse,50
49,2,16,32,relu,relu,adam,5e-4,mse,50
50,2,16,32,relu,relu,adam,5e-4,mse,50
1,2,32,32,relu,relu,adam,5e-4,mse,50
2,2,32,32,relu,relu,adam,5e-4,mse,50
3,2,32,32,relu,relu,adam,5e-4,mse,50
4,2,32,32,relu,relu,adam,5e-4,mse,50
5,2,32,32,relu,relu,adam,5e-4,mse,50
6,2,32,32,relu,relu,adam,5e-4,mse,50
7,2,32,32,relu,relu,adam,5e-4,mse,50
8,2,32,32,relu,relu,adam,5e-4,mse,50
9,2,32,32,relu,relu,adam,5e-4,mse,50
10,2,32,32,relu,relu,adam,5e-4,mse,50
11,2,32,32,relu,relu,adam,5e-4,mse,50
12,2,32,32,relu,relu,adam,5e-4,mse,50
13,2,32,32,relu,relu,adam,5e-4,mse,50
14,2,32,32,relu,relu,adam,5e-4,mse,50
15,2,32,32,relu,relu,adam,5e-4,mse,50
16,2,32,32,relu,relu,adam,5e-4,mse,50
17,2,32,32,relu,relu,adam,5e-4,mse,50
18,2,32,32,relu,relu,adam,5e-4,mse,50
19,2,32,32,relu,relu,adam,5e-4,mse,50
20,2,32,32,relu,relu,adam,5e-4,mse,50
21,2,32,32,relu,relu,adam,5e-4,mse,50
22,2,32,32,relu,relu,adam,5e-4,mse,50
23,2,32,32,relu,relu,adam,5e-4,mse,50
24,2,32,32,relu,relu,adam,5e-4,mse,50
25,2,32,32,relu,relu,adam,5e-4,mse,50
26,2,32,32,relu,relu,adam,5e-4,mse,50
27,2,32,32,relu,relu,adam,5e-4,mse,50
28,2,32,32,relu,relu,adam,5e-4,mse,50
29,2,32,32,relu,relu,adam,5e-4,mse,50
30,2,32,32,relu,relu,adam,5e-4,mse,50
31,2,32,32,relu,relu,adam,5e-4,mse,50
32,2,32,32,relu,relu,adam,5e-4,mse,50
33,2,32,32,relu,relu,adam,5e-4,mse,50
34,2,32,32,relu,relu,adam,5e-4,mse,50
35,2,32,32,relu,relu,adam,5e-4,mse,50
36,2,32,32,relu,relu,adam,5e-4,mse,50
37,2,32,32,relu,relu,adam,5e-4,mse,50
38,2,32,32,relu,relu,adam,5e-4,mse,50
39,2,32,32,relu,relu,adam,5e-4,mse,50
40,2,32,32,relu,relu,adam,5e-4,mse,50
41,2,32,32,relu,relu,adam,5e-4,mse,50
42,2,32,32,relu,relu,adam,5e-4,mse,50
43,2,32,32,relu,relu,adam,5e-4,mse,50
44,2,32,32,relu,relu,adam,5e-4,mse,50
45,2,32,32,relu,relu,adam,5e-4,mse,50
46,2,32,32,relu,relu,adam,5e-4,mse,50
47,2,32,32,relu,relu,adam,5e-4,mse,50
48,2,32,32,relu,relu,adam,5e-4,mse,50
49,2,32,32,relu,relu,adam,5e-4,mse,50
50,2,32,32,relu,relu,adam,5e-4,mse,50
1,2,64,32,relu,relu,adam,5e-4,mse,50
2,2,64,32,relu,relu,adam,5e-4,mse,50
3,2,64,32,relu,relu,adam,5e-4,mse,50
4,2,64,32,relu,relu,adam,5e-4,mse,50
5,2,64,32,relu,relu,adam,5e-4,mse,50
6,2,64,32,relu,relu,adam,5e-4,mse,50
7,2,64,32,relu,relu,adam,5e-4,mse,50
8,2,64,32,relu,relu,adam,5e-4,mse,50
9,2,64,32,relu,relu,adam,5e-4,mse,50
10,2,64,32,relu,relu,adam,5e-4,mse,50
11,2,64,32,relu,relu,adam,5e-4,mse,50
12,2,64,32,relu,relu,adam,5e-4,mse,50
13,2,64,32,relu,relu,adam,5e-4,mse,50
14,2,64,32,relu,relu,adam,5e-4,mse,50
15,2,64,32,relu,relu,adam,5e-4,mse,50
16,2,64,32,relu,relu,adam,5e-4,mse,50
17,2,64,32,relu,relu,adam,5e-4,mse,50
18,2,64,32,relu,relu,adam,5e-4,mse,50
19,2,64,32,relu,relu,adam,5e-4,mse,50
20,2,64,32,relu,relu,adam,5e-4,mse,50
21,2,64,32,relu,relu,adam,5e-4,mse,50
22,2,64,32,relu,relu,adam,5e-4,mse,50
23,2,64,32,relu,relu,adam,5e-4,mse,50
24,2,64,32,relu,relu,adam,5e-4,mse,50
25,2,64,32,relu,relu,adam,5e-4,mse,50
26,2,64,32,relu,relu,adam,5e-4,mse,50
27,2,64,32,relu,relu,adam,5e-4,mse,50
28,2,64,32,relu,relu,adam,5e-4,mse,50
29,2,64,32,relu,relu,adam,5e-4,mse,50
30,2,64,32,relu,relu,adam,5e-4,mse,50
31,2,64,32,relu,relu,adam,5e-4,mse,50
32,2,64,32,relu,relu,adam,5e-4,mse,50
33,2,64,32,relu,relu,adam,5e-4,mse,50
34,2,64,32,relu,relu,adam,5e-4,mse,50
35,2,64,32,relu,relu,adam,5e-4,mse,50
36,2,64,32,relu,relu,adam,5e-4,mse,50
37,2,64,32,relu,relu,adam,5e-4,mse,50
38,2,64,32,relu,relu,adam,5e-4,mse,50
39,2,64,32,relu,relu,adam,5e-4,mse,50
40,2,64,32,relu,relu,adam,5e-4,mse,50
41,2,64,32,relu,relu,adam,5e-4,mse,50
42,2,64,32,relu,relu,adam,5e-4,mse,50
43,2,64,32,relu,relu,adam,5e-4,mse,50
44,2,64,32,relu,relu,adam,5e-4,mse,50
45,2,64,32,relu,relu,adam,5e-4,mse,50
46,2,64,32,relu,relu,adam,5e-4,mse,50
47,2,64,32,relu,relu,adam,5e-4,mse,50
48,2,64,32,relu,relu,adam,5e-4,mse,50
49,2,64,32,relu,relu,adam,5e-4,mse,50
50,2,64,32,relu,relu,adam,5e-4,mse,50
1,2,16,8,relu,relu,adam,0.001,mse,50
2,2,16,8,relu,relu,adam,0.001,mse,50
3,2,16,8,relu,relu,adam,0.001,mse,50
4,2,16,8,relu,relu,adam,0.001,mse,50
5,2,16,8,relu,relu,adam,0.001,mse,50
6,2,16,8,relu,relu,adam,0.001,mse,50
7,2,16,8,relu,relu,adam,0.001,mse,50
8,2,16,8,relu,relu,adam,0.001,mse,50
9,2,16,8,relu,relu,adam,0.001,mse,50
10,2,16,8,relu,relu,adam,0.001,mse,50
11,2,16,8,relu,relu,adam,0.001,mse,50
12,2,16,8,relu,relu,adam,0.001,mse,50
13,2,16,8,relu,relu,adam,0.001,mse,50
14,2,16,8,relu,relu,adam,0.001,mse,50
15,2,16,8,relu,relu,adam,0.001,mse,50
16,2,16,8,relu,relu,adam,0.001,mse,50
17,2,16,8,relu,relu,adam,0.001,mse,50
18,2,16,8,relu,relu,adam,0.001,mse,50
19,2,16,8,relu,relu,adam,0.001,mse,50
20,2,16,8,relu,relu,adam,0.001,mse,50
21,2,16,8,relu,relu,adam,0.001,mse,50
22,2,16,8,relu,relu,adam,0.001,mse,50
23,2,16,8,relu,relu,adam,0.001,mse,50
24,2,16,8,relu,relu,adam,0.001,mse,50
25,2,16,8,relu,relu,adam,0.001,mse,50
26,2,16,8,relu,relu,adam,0.001,mse,50
27,2,16,8,relu,relu,adam,0.001,mse,50
28,2,16,8,relu,relu,adam,0.001,mse,50
29,2,16,8,relu,relu,adam,0.001,mse,50
30,2,16,8,relu,relu,adam,0.001,mse,50
31,2,16,8,relu,relu,adam,0.001,mse,50
32,2,16,8,relu,relu,adam,0.001,mse,50
33,2,16,8,relu,relu,adam,0.001,mse,50
34,2,16,8,relu,relu,adam,0.001,mse,50
35,2,16,8,relu,relu,adam,0.001,mse,50
36,2,16,8,relu,relu,adam,0.001,mse,50
37,2,16,8,relu,relu,adam,0.001,mse,50
38,2,16,8,relu,relu,adam,0.001,mse,50
39,2,16,8,relu,relu,adam,0.001,mse,50
40,2,16,8,relu,relu,adam,0.001,mse,50
41,2,16,8,relu,relu,adam,0.001,mse,50
42,2,16,8,relu,relu,adam,0.001,mse,50
43,2,16,8,relu,relu,adam,0.001,mse,50
44,2,16,8,relu,relu,adam,0.001,mse,50
45,2,16,8,relu,relu,adam,0.001,mse,50
46,2,16,8,relu,relu,adam,0.001,mse,50
47,2,16,8,relu,relu,adam,0.001,mse,50
48,2,16,8,relu,relu,adam,0.001,mse,50
49,2,16,8,relu,relu,adam,0.001,mse,50
50,2,16,8,relu,relu,adam,0.001,mse,50
1,2,32,8,relu,relu,adam,0.001,mse,50
2,2,32,8,relu,relu,adam,0.001,mse,50
3,2,32,8,relu,relu,adam,0.001,mse,50
4,2,32,8,relu,relu,adam,0.001,mse,50
5,2,32,8,relu,relu,adam,0.001,mse,50
6,2,32,8,relu,relu,adam,0.001,mse,50
7,2,32,8,relu,relu,adam,0.001,mse,50
8,2,32,8,relu,relu,adam,0.001,mse,50
9,2,32,8,relu,relu,adam,0.001,mse,50
10,2,32,8,relu,relu,adam,0.001,mse,50
11,2,32,8,relu,relu,adam,0.001,mse,50
12,2,32,8,relu,relu,adam,0.001,mse,50
13,2,32,8,relu,relu,adam,0.001,mse,50
14,2,32,8,relu,relu,adam,0.001,mse,50
15,2,32,8,relu,relu,adam,0.001,mse,50
16,2,32,8,relu,relu,adam,0.001,mse,50
17,2,32,8,relu,relu,adam,0.001,mse,50
18,2,32,8,relu,relu,adam,0.001,mse,50
19,2,32,8,relu,relu,adam,0.001,mse,50
20,2,32,8,relu,relu,adam,0.001,mse,50
21,2,32,8,relu,relu,adam,0.001,mse,50
22,2,32,8,relu,relu,adam,0.001,mse,50
23,2,32,8,relu,relu,adam,0.001,mse,50
24,2,32,8,relu,relu,adam,0.001,mse,50
25,2,32,8,relu,relu,adam,0.001,mse,50
26,2,32,8,relu,relu,adam,0.001,mse,50
27,2,32,8,relu,relu,adam,0.001,mse,50
28,2,32,8,relu,relu,adam,0.001,mse,50
29,2,32,8,relu,relu,adam,0.001,mse,50
30,2,32,8,relu,relu,adam,0.001,mse,50
31,2,32,8,relu,relu,adam,0.001,mse,50
32,2,32,8,relu,relu,adam,0.001,mse,50
33,2,32,8,relu,relu,adam,0.001,mse,50
34,2,32,8,relu,relu,adam,0.001,mse,50
35,2,32,8,relu,relu,adam,0.001,mse,50
36,2,32,8,relu,relu,adam,0.001,mse,50
37,2,32,8,relu,relu,adam,0.001,mse,50
38,2,32,8,relu,relu,adam,0.001,mse,50
39,2,32,8,relu,relu,adam,0.001,mse,50
40,2,32,8,relu,relu,adam,0.001,mse,50
41,2,32,8,relu,relu,adam,0.001,mse,50
42,2,32,8,relu,relu,adam,0.001,mse,50
43,2,32,8,relu,relu,adam,0.001,mse,50
44,2,32,8,relu,relu,adam,0.001,mse,50
45,2,32,8,relu,relu,adam,0.001,mse,50
46,2,32,8,relu,relu,adam,0.001,mse,50
47,2,32,8,relu,relu,adam,0.001,mse,50
48,2,32,8,relu,relu,adam,0.001,mse,50
49,2,32,8,relu,relu,adam,0.001,mse,50
50,2,32,8,relu,relu,adam,0.001,mse,50
1,2,64,8,relu,relu,adam,0.001,mse,50
2,2,64,8,relu,relu,adam,0.001,mse,50
3,2,64,8,relu,relu,adam,0.001,mse,50
4,2,64,8,relu,relu,adam,0.001,mse,50
5,2,64,8,relu,relu,adam,0.001,mse,50
6,2,64,8,relu,relu,adam,0.001,mse,50
7,2,64,8,relu,relu,adam,0.001,mse,50
8,2,64,8,relu,relu,adam,0.001,mse,50
9,2,64,8,relu,relu,adam,0.001,mse,50
10,2,64,8,relu,relu,adam,0.001,mse,50
11,2,64,8,relu,relu,adam,0.001,mse,50
12,2,64,8,relu,relu,adam,0.001,mse,50
13,2,64,8,relu,relu,adam,0.001,mse,50
14,2,64,8,relu,relu,adam,0.001,mse,50
15,2,64,8,relu,relu,adam,0.001,mse,50
16,2,64,8,relu,relu,adam,0.001,mse,50
17,2,64,8,relu,relu,adam,0.001,mse,50
18,2,64,8,relu,relu,adam,0.001,mse,50
19,2,64,8,relu,relu,adam,0.001,mse,50
20,2,64,8,relu,relu,adam,0.001,mse,50
21,2,64,8,relu,relu,adam,0.001,mse,50
22,2,64,8,relu,relu,adam,0.001,mse,50
23,2,64,8,relu,relu,adam,0.001,mse,50
24,2,64,8,relu,relu,adam,0.001,mse,50
25,2,64,8,relu,relu,adam,0.001,mse,50
26,2,64,8,relu,relu,adam,0.001,mse,50
27,2,64,8,relu,relu,adam,0.001,mse,50
28,2,64,8,relu,relu,adam,0.001,mse,50
29,2,64,8,relu,relu,adam,0.001,mse,50
30,2,64,8,relu,relu,adam,0.001,mse,50
31,2,64,8,relu,relu,adam,0.001,mse,50
32,2,64,8,relu,relu,adam,0.001,mse,50
33,2,64,8,relu,relu,adam,0.001,mse,50
34,2,64,8,relu,relu,adam,0.001,mse,50
35,2,64,8,relu,relu,adam,0.001,mse,50
36,2,64,8,relu,relu,adam,0.001,mse,50
37,2,64,8,relu,relu,adam,0.001,mse,50
38,2,64,8,relu,relu,adam,0.001,mse,50
39,2,64,8,relu,relu,adam,0.001,mse,50
40,2,64,8,relu,relu,adam,0.001,mse,50
41,2,64,8,relu,relu,adam,0.001,mse,50
42,2,64,8,relu,relu,adam,0.001,mse,50
43,2,64,8,relu,relu,adam,0.001,mse,50
44,2,64,8,relu,relu,adam,0.001,mse,50
45,2,64,8,relu,relu,adam,0.001,mse,50
46,2,64,8,relu,relu,adam,0.001,mse,50
47,2,64,8,relu,relu,adam,0.001,mse,50
48,2,64,8,relu,relu,adam,0.001,mse,50
49,2,64,8,relu,relu,adam,0.001,mse,50
50,2,64,8,relu,relu,adam,0.001,mse,50
1,2,16,16,relu,relu,adam,0.001,mse,50
2,2,16,16,relu,relu,adam,0.001,mse,50
3,2,16,16,relu,relu,adam,0.001,mse,50
4,2,16,16,relu,relu,adam,0.001,mse,50
5,2,16,16,relu,relu,adam,0.001,mse,50
6,2,16,16,relu,relu,adam,0.001,mse,50
7,2,16,16,relu,relu,adam,0.001,mse,50
8,2,16,16,relu,relu,adam,0.001,mse,50
9,2,16,16,relu,relu,adam,0.001,mse,50
10,2,16,16,relu,relu,adam,0.001,mse,50
11,2,16,16,relu,relu,adam,0.001,mse,50
12,2,16,16,relu,relu,adam,0.001,mse,50
13,2,16,16,relu,relu,adam,0.001,mse,50
14,2,16,16,relu,relu,adam,0.001,mse,50
15,2,16,16,relu,relu,adam,0.001,mse,50
16,2,16,16,relu,relu,adam,0.001,mse,50
17,2,16,16,relu,relu,adam,0.001,mse,50
18,2,16,16,relu,relu,adam,0.001,mse,50
19,2,16,16,relu,relu,adam,0.001,mse,50
20,2,16,16,relu,relu,adam,0.001,mse,50
21,2,16,16,relu,relu,adam,0.001,mse,50
22,2,16,16,relu,relu,adam,0.001,mse,50
23,2,16,16,relu,relu,adam,0.001,mse,50
24,2,16,16,relu,relu,adam,0.001,mse,50
25,2,16,16,relu,relu,adam,0.001,mse,50
26,2,16,16,relu,relu,adam,0.001,mse,50
27,2,16,16,relu,relu,adam,0.001,mse,50
28,2,16,16,relu,relu,adam,0.001,mse,50
29,2,16,16,relu,relu,adam,0.001,mse,50
30,2,16,16,relu,relu,adam,0.001,mse,50
31,2,16,16,relu,relu,adam,0.001,mse,50
32,2,16,16,relu,relu,adam,0.001,mse,50
33,2,16,16,relu,relu,adam,0.001,mse,50
34,2,16,16,relu,relu,adam,0.001,mse,50
35,2,16,16,relu,relu,adam,0.001,mse,50
36,2,16,16,relu,relu,adam,0.001,mse,50
37,2,16,16,relu,relu,adam,0.001,mse,50
38,2,16,16,relu,relu,adam,0.001,mse,50
39,2,16,16,relu,relu,adam,0.001,mse,50
40,2,16,16,relu,relu,adam,0.001,mse,50
41,2,16,16,relu,relu,adam,0.001,mse,50
42,2,16,16,relu,relu,adam,0.001,mse,50
43,2,16,16,relu,relu,adam,0.001,mse,50
44,2,16,16,relu,relu,adam,0.001,mse,50
45,2,16,16,relu,relu,adam,0.001,mse,50
46,2,16,16,relu,relu,adam,0.001,mse,50
47,2,16,16,relu,relu,adam,0.001,mse,50
48,2,16,16,relu,relu,adam,0.001,mse,50
49,2,16,16,relu,relu,adam,0.001,mse,50
50,2,16,16,relu,relu,adam,0.001,mse,50
1,2,32,16,relu,relu,adam,0.001,mse,50
2,2,32,16,relu,relu,adam,0.001,mse,50
3,2,32,16,relu,relu,adam,0.001,mse,50
4,2,32,16,relu,relu,adam,0.001,mse,50
5,2,32,16,relu,relu,adam,0.001,mse,50
6,2,32,16,relu,relu,adam,0.001,mse,50
7,2,32,16,relu,relu,adam,0.001,mse,50
8,2,32,16,relu,relu,adam,0.001,mse,50
9,2,32,16,relu,relu,adam,0.001,mse,50
