number_xy,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,rmse_locf_train,rmse_locf_test
001,012,14,7,14,002,004,20.150212739480637,11.803682606581857
001,012,14,7,14,002,005,18.64902212452099,15.787439413763185
001,012,14,7,14,002,006,18.129780140524623,24.540863233675548
001,012,14,7,14,002,007,18.591120107068402,34.94259361416734
001,012,14,7,14,002,008,20.679814500949863,42.93471175732068
001,012,14,7,14,002,009,24.53316976387894,26.193469149521917
001,012,14,7,14,002,010,24.761209867942515,15.954723171818484
001,012,14,7,14,002,011,23.662589221278612,7.645306025618079
001,012,14,7,14,002,012,23.069551214844427,8.915092441440898
001,013,14,7,21,002,001,11.571208110774654,3.608351704061291
001,013,14,7,21,002,002,7.2512512824539685,32.04124700185625
001,013,14,7,21,002,003,21.032268585178358,16.152975102165012
001,013,14,7,21,002,004,19.973974421198058,11.803682606581857
001,013,14,7,21,002,005,18.478128738731748,15.787439413763185
001,013,14,7,21,002,006,17.98219760221153,24.540863233675548
001,013,14,7,21,002,007,18.466921779224602,34.94259361416734
001,013,14,7,21,002,008,20.599095142618413,42.93471175732068
001,013,14,7,21,002,009,24.505075550492982,26.193469149521917
001,013,14,7,21,002,010,24.738104294796475,15.954723171818484
001,013,14,7,21,002,011,23.63402679966787,7.645306025618079
001,013,14,7,21,002,012,23.038300778318995,8.915092441440898
001,014,14,7,28,002,001,11.749077254258337,3.608351704061291
001,014,14,7,28,002,002,7.078708081854209,32.04124700185625
001,014,14,7,28,002,003,21.252234713435683,16.152975102165012
001,014,14,7,28,002,004,20.124977164766,11.803682606581857
001,014,14,7,28,002,005,18.578782822649366,15.787439413763185
001,014,14,7,28,002,006,18.05866316523223,24.540863233675548
001,014,14,7,28,002,007,18.539208865865024,34.94259361416734
001,014,14,7,28,002,008,20.678300347542056,42.93471175732068
001,014,14,7,28,002,009,24.595782223975775,26.193469149521917
001,014,14,7,28,002,010,24.820341829674827,15.954723171818484
001,014,14,7,28,002,011,23.700327710747757,7.645306025618079
001,014,14,7,28,002,012,23.097968716276718,8.915092441440898
001,015,14,7,35,002,001,11.840205918415279,3.608351704061291
001,015,14,7,35,002,002,6.81050502704493,32.04124700185625
001,015,14,7,35,002,003,21.468836278990278,16.152975102165012
001,015,14,7,35,002,004,20.270616613657758,11.803682606581857
001,015,14,7,35,002,005,18.67339423280923,15.787439413763185
001,015,14,7,35,002,006,18.129602360554543,24.540863233675548
001,015,14,7,35,002,007,18.60661762149699,34.94259361416734
001,015,14,7,35,002,008,20.753779175703283,42.93471175732068
001,015,14,7,35,002,009,24.684065888914862,26.193469149521917
001,015,14,7,35,002,010,24.90033374014032,15.954723171818484
001,015,14,7,35,002,011,23.76439076973606,7.645306025618079
001,015,14,7,35,002,012,23.155406765019947,8.915092441440898
001,016,21,7,7,002,001,17.141798909136398,3.9350792221819986
001,016,21,7,7,002,002,11.062672192982252,38.00881228505772
001,016,21,7,7,002,003,24.880535459996022,20.17568188525195
001,016,21,7,7,002,004,24.10540647798594,13.657556375642246
001,016,21,7,7,002,005,22.288550333804412,19.411615358099667
001,016,21,7,7,002,006,21.7077569898991,27.735428034446635
001,016,21,7,7,002,007,22.260113616687764,43.33677142538144
001,016,21,7,7,002,008,24.677257722660386,50.210818712598915
001,016,21,7,7,002,009,29.18147765421121,29.8854697862996
001,016,21,7,7,002,010,29.340644954187418,18.43870428210282
001,016,21,7,7,002,011,28.020773413488403,8.955287996407014
001,016,21,7,7,002,012,27.289527711161803,10.461984754337964
001,017,21,7,14,002,001,14.928400545843578,3.9350792221819986
001,017,21,7,14,002,002,9.433639191059662,38.00881228505772
001,017,21,7,14,002,003,24.749395286548083,20.17568188525195
001,017,21,7,14,002,004,23.98768896542594,13.657556375642246
001,017,21,7,14,002,005,22.16112134651159,19.411615358099667
001,017,21,7,14,002,006,21.595439086155285,27.735428034446635
001,017,21,7,14,002,007,22.167796462436225,43.33677142538144
001,017,21,7,14,002,008,24.625325521073083,50.210818712598915
001,017,21,7,14,002,009,29.179927919448737,29.8854697862996
001,017,21,7,14,002,010,29.3405307143005,18.43870428210282
001,017,21,7,14,002,011,28.01138840319735,8.955287996407014
001,017,21,7,14,002,012,27.27575796338324,10.461984754337964
001,018,21,7,21,002,001,13.717261581894633,3.9350792221819986
001,018,21,7,21,002,002,8.436567766317987,38.00881228505772
001,018,21,7,21,002,003,24.831003607536292,20.17568188525195
001,018,21,7,21,002,004,24.034717536489243,13.657556375642246
001,018,21,7,21,002,005,22.17015484307148,19.411615358099667
001,018,21,7,21,002,006,21.59562851993827,27.735428034446635
001,018,21,7,21,002,007,22.174360540321526,43.33677142538144
001,018,21,7,21,002,008,24.65454301397757,50.210818712598915
001,018,21,7,21,002,009,29.239263524421705,29.8854697862996
001,018,21,7,21,002,010,29.39459950242819,18.43870428210282
001,018,21,7,21,002,011,28.050737486165787,8.955287996407014
001,018,21,7,21,002,012,27.308706785516634,10.461984754337964
001,019,21,7,28,002,001,14.516821113387573,3.9350792221819986
001,019,21,7,28,002,002,8.490712489630083,38.00881228505772
001,019,21,7,28,002,003,25.150719760146853,20.17568188525195
001,019,21,7,28,002,004,24.26319646507242,13.657556375642246
001,019,21,7,28,002,005,22.32811282723261,19.411615358099667
001,019,21,7,28,002,006,21.71762209564047,27.735428034446635
001,019,21,7,28,002,007,22.287476024919798,43.33677142538144
001,019,21,7,28,002,008,24.770676426677472,50.210818712598915
001,019,21,7,28,002,009,29.36338790437503,29.8854697862996
001,019,21,7,28,002,010,29.506198344428256,18.43870428210282
001,019,21,7,28,002,011,28.141734380282042,8.955287996407014
001,019,21,7,28,002,012,27.391132936933683,10.461984754337964
001,020,21,7,35,002,001,14.122929683926875,3.9350792221819986
001,020,21,7,35,002,002,7.867845008299723,38.00881228505772
001,020,21,7,35,002,003,25.361716555995706,20.17568188525195
001,020,21,7,35,002,004,24.405068366287978,13.657556375642246
001,020,21,7,35,002,005,22.412309740563927,19.411615358099667
001,020,21,7,35,002,006,21.778459401440333,27.735428034446635
001,020,21,7,35,002,007,22.347088940306303,43.33677142538144
001,020,21,7,35,002,008,24.84363037378502,50.210818712598915
001,020,21,7,35,002,009,29.455960258854944,29.8854697862996
001,020,21,7,35,002,010,29.589608381221026,18.43870428210282
001,020,21,7,35,002,011,28.207060757071204,8.955287996407014
001,020,21,7,35,002,012,27.448821328597695,10.461984754337964
001,021,28,7,7,002,001,16.83692795189024,5.398278812863794
001,021,28,7,7,002,002,10.658330075579382,42.18009456317625
001,021,28,7,7,002,003,27.38263006211737,22.93392936849396
001,021,28,7,7,002,004,26.838024124456314,15.668439615992398
001,021,28,7,7,002,005,24.830779840642478,22.439307532152647
001,021,28,7,7,002,006,24.195967429669995,32.2150511998588
001,021,28,7,7,002,007,24.91839481186539,45.34012872420272
001,021,28,7,7,002,008,27.594778129728525,57.26770009075108
001,021,28,7,7,002,009,32.59903681119753,31.98420126304208
001,021,28,7,7,002,010,32.64285233640033,21.020759749008405
001,021,28,7,7,002,011,31.217634859197116,11.313708498984761
001,021,28,7,7,002,012,30.441386000827496,13.458839135571575
001,022,28,7,14,002,001,15.679832360619894,5.398278812863794
001,022,28,7,14,002,002,9.649254277306,42.18009456317625
001,022,28,7,14,002,003,27.484569758378058,22.93392936849396
001,022,28,7,14,002,004,26.90446059671147,15.668439615992398
001,022,28,7,14,002,005,24.85290056847825,22.439307532152647
001,022,28,7,14,002,006,24.20602262932784,32.2150511998588
001,022,28,7,14,002,007,24.93522352352761,45.34012872420272
001,022,28,7,14,002,008,27.6345459281489,57.26770009075108
001,022,28,7,14,002,009,32.67005475256051,31.98420126304208
001,022,28,7,14,002,010,32.70664236282636,21.020759749008405
001,022,28,7,14,002,011,31.264980599029762,11.313708498984761
001,022,28,7,14,002,012,30.481682433699746,13.458839135571575
001,023,28,7,21,002,001,15.743479375828676,5.398278812863794
001,023,28,7,21,002,002,9.280116775983291,42.18009456317625
001,023,28,7,21,002,003,27.752156424948634,22.93392936849396
001,023,28,7,21,002,004,27.095205298173145,15.668439615992398
001,023,28,7,21,002,005,24.97628165498068,22.439307532152647
001,023,28,7,21,002,006,24.298741368984285,32.2150511998588
001,023,28,7,21,002,007,25.024178161031074,45.34012872420272
001,023,28,7,21,002,008,27.733485777712296,57.26770009075108
001,023,28,7,21,002,009,32.7855135139448,31.98420126304208
001,023,28,7,21,002,010,32.81000651901456,21.020759749008405
001,023,28,7,21,002,011,31.347704971260242,11.313708498984761
001,023,28,7,21,002,012,30.555787239555723,13.458839135571575
001,024,28,7,28,002,001,17.00336101229065,5.398278812863794
001,024,28,7,28,002,002,9.404666990065616,42.18009456317625
001,024,28,7,28,002,003,28.132424945840224,22.93392936849396
001,024,28,7,28,002,004,27.36825665607216,15.668439615992398
001,024,28,7,28,002,005,25.165313891462073,22.439307532152647
001,024,28,7,28,002,006,24.444436976043967,32.2150511998588
001,024,28,7,28,002,007,25.1591951249985,45.34012872420272
001,024,28,7,28,002,008,27.870194853894183,57.26770009075108
001,024,28,7,28,002,009,32.92939565250501,31.98420126304208
001,024,28,7,28,002,010,32.93857654742883,21.020759749008405
001,024,28,7,28,002,011,31.452814804373812,11.313708498984761
001,024,28,7,28,002,012,30.651226098897943,13.458839135571575
001,025,28,7,35,002,001,16.923145604256238,5.398278812863794
001,025,28,7,35,002,002,8.762842094594832,42.18009456317625
001,025,28,7,35,002,003,28.393615917890838,22.93392936849396
001,025,28,7,35,002,004,27.547678816017697,15.668439615992398
001,025,28,7,35,002,005,25.27466143469182,22.439307532152647
001,025,28,7,35,002,006,24.52408431747222,32.2150511998588
001,025,28,7,35,002,007,25.236668703221923,45.34012872420272
001,025,28,7,35,002,008,27.960352235518034,57.26770009075108
001,025,28,7,35,002,009,33.039194761696585,31.98420126304208
001,025,28,7,35,002,010,33.03655729108375,21.020759749008405
001,025,28,7,35,002,011,31.530117903603472,11.313708498984761
001,025,28,7,35,002,012,30.719908952117116,13.458839135571575
